ch_id,City,OtherName,Country,Latitude,Longitude,Certainty,n_obs
1340,Stockholm,,Sweden,59.33258,18.0649,1,12
1341,Stockport,,United Kingdom,53.40979,-2.15761,1,4
1342,Stoke,,United Kingdom,53.25,-2.86667,1,8
1343,Stralsund,,Germany,54.30911,13.0818,1,1
1344,Strasbourg,Strassburg,France,48.58342,7.74296,1,24
1345,Stuttgart,,Germany,48.78232,9.17702,1,10
1346,Subotica,"Szabadka, Maria Theresiopel",Serbia,46.100278,19.665556,2,6
1347,Suceava,Suczawa,Romania,47.63333,26.25,1,3
1348,Sudak,Soldaia,Russian Federation,44.84924,34.97471,1,3
1349,Sukhothai,Sukotai,Thailand,17.005558,99.826372,1,2
1350,Sunderland,,United Kingdom,54.90465,-1.38222,2,6
1351,Surabaya,Soerabaja,Indonesia,-7.24917,112.75083,1,11
1352,Surakarta,Soerakarta,Indonesia,-7.55611,110.83167,1,9
1353,Surame,,Nigeria,13.0875,4.898611,2,1
1354,Surat,,India,21.19594,72.83023,1,19
1355,Susa,,Iran,32.19085,48.246028,1,8
1356,Suzhou,Soochow,China,31.3,120.6,1,42
1357,Sverdlovs'k ,Sverdlovsk,Ukraine,48.08455,39.651631,1,2
1358,Svishtov,Sistova,Bulgaria,43.616667,25.35,2,1
1359,Swansea,,Wales,51.62079,-3.94323,1,1
1360,Swatow,Shantou,China,23.353299,116.681838,2,2
1361,Swindon,,United Kingdom,51.55797,-1.78116,1,1
1362,Sydney,,Australia,-33.86785,151.20732,1,10
1363,Syracuse,,Greece,37.06082237,15.29420264,2,9
1364,Syracuse,New York,United States of America,43.048122,-76.147424,1,2
1365,Syzran,,Russian Federation,53.166667,48.466667,1,1
1366,Szczecin,Stettin,Poland,53.416667,14.583333,2,12
1367,Szeged,Szegedin,Hungary,46.255,20.145,2,7
1368,Szekesfehervar,Székesfehérvár ,Hungary,47.18995,18.41034,1,4
1369,Szentes,,Hungary,46.65627,20.27201,1,1
1370,Tabriz,,Iran,38.08,46.2919,1,23
1371,Tacoma,Washington,United States of America,47.25288,-122.44429,1,1
1372,Taganrog,,Russian Federation,47.23617,38.89688,1,1
1373,Taian,Shandong province,China,36.2,117.083333,2,2
1374,Taichung,,Taiwan,24.1469,120.6839,1,1
1375,Tainan City,Taiwan,China,22.983333,120.18333,3,8
1376,Taipei,,Taiwan,25.04776,121.53185,1,5
1377,Taiyuan,,China,37.87059,112.548879,1,26
1378,Takamatsu,,Japan,34.342788,134.046574,1,1
1379,Takaoka,,Japan,36.75,137.01667,1,1
1380,Takasaki,,Japan,36.33333,139.01667,1,1
1381,Taku,Dagu forts,China,38.974444,117.673611,2,2
1382,Talca,,Chile,-35.4264,-71.65542,1,1
1383,Tallinn,Reval,Estonia,59.436961,24.753575,1,2
1384,Taluqan ,"Taloqan, Takhar",Afghanistan,36.716667,69.516667,2,1
1385,Tambov,,Russian Federation,52.73169,41.44326,1,1
1386,Tammerfors,Tampere,Finland,61.498151,23.761025,1,1
1387,Tampa,Florida,United States of America,27.94752,-82.45843,1,1
1388,Tamralipti,Tamralipta,India,22.3,87.92,2,1
1389,Tangier,,Morocco,35.76727,-5.79975,1,1
1390,Tangshan,Hebei province,China,39.63333,118.18333,1,1
1391,Tanta,,Egypt,30.783333,31,2,1
1392,Taranto,"Tartentum, Tarentum",Italy,40.47054509,17.24555378,3,1
1393,Targoviste,"Tirgovishtea, Târgoviste ",Romania,44.924167,25.456667,1,9
1394,Tarnow,,Poland,50.0125,20.988611,2,1
1395,Tarsus,,Turkey,36.91876,34.8784,1,7
1396,Tartu,Dorpat,Estonia,58.380685,26.725015,1,1
1397,Tashkent,,Uzbekistan,41.26465,69.21627,1,8
1398,Taunton,Massachusetts,United States of America,41.9,-71.090278,1,1
1399,Taxilla,Taxila,Pakistan,33.75743141,72.82952293,1,1
1400,Taza,,Morocco,34.2167,-4.0167,1,2
1401,Tbilisi,Tiflis,Georgia,41.709975,44.792989,1,12
1402,Tehran,Teheran,Iran,35.69439,51.42151,1,13
1403,Tel Aviv,,Israel,32.08088,34.78057,1,2
1404,Tenayuca,,Mexico,19.532167,-99.168472,2,4
1405,Teotihuacan,,Mexico,19.69291001,-98.84606,1,4
1406,Teresina ,Therezina,Brazil,-5.089212,-42.801627,1,1
1407,Ternopol ,Tarnopol,Ukraine,49.48479,25.621045,1,1
1408,Terre Haute,Indiana,United States of America,39.4667,-87.41391,1,1
1409,Texcoco,Tezcoco,Mexico,19.504422,-98.891425,2,9
1410,Thana,,India,19.218331,72.97809,3,3
1411,Thanesar ,"Sthanishvara, Thaneswar",India,21.24099,86.689434,3,1
1412,Thanjavur ,Tanjore,India,10.786999,79.137827,1,8
1413,Thatta,Tatta,India,24.746117,67.924336,2,5
1414,The Hague,s-Gravenhage,Netherlands,52.070492,4.300694,1,17
1415,Thebes,Waset,Egypt,25.720556,32.610278,1,1
1416,Thessaloniki,"Salonica, Thessalonica",Greece,40.63935,22.944606,1,29
1417,Thiruvananthapuram,Trivandrum,India,8.487495,76.948623,3,2
1418,Tiahuanaco,Tiwanaku,Bolivia,-16.55228,-68.67953,1,1
1419,Tianjin,Tientsin,China,39.14222,117.17667,1,17
1420,Tianshui,"Tsinchow, Tienshui",China,34.57952,105.74238,1,4
1421,Tikal,Tical,Guatemala,17.222094,-89.623614,2,2
1422,Tilburg,,Netherlands,51.55551,5.0913,1,1
1423,Timisoara ,Temesvar,Romania,45.755533,21.23,2,1
1424,Tinnis,Tennis,Egypt,31.2,32.233333,3,4
1425,Tiruchirappalli,Trichinopoly,India,10.805,78.685556,3,8
1426,Tlaxcala,,Mexico,19.32076,-98.20959,1,7
1427,Tlemcen,Tlemsen,Algeria,34.87833,-1.315,1,9
1428,Tokat,,Turkey,40.31389,36.55444,1,1
1429,Tokushima,,Japan,34.070269,134.554844,1,6
1430,Tokyo,"Yedo, Edo",Japan,35.6895,139.69171,1,22
1431,Toledo,,Spain,39.862831,-4.027322,1,20
1432,Toledo,Ohio,United States of America,41.571019,-83.966889,1,4
1433,Tollan,Tula,Mexico,20.06369902,-99.3409691,1,1
1434,Tombouctou ,Timbuktu,Mali,16.77348,-3.00742,1,6
1435,Tomsk,,Russian Federation,56.49771,84.97437,1,1
1436,Tonk,,India,26.16638,75.78824,2,1
1437,Topeka,Kansas,United States of America,39.04833,-95.67804,1,1
1438,Toronto,,Canada,43.70011,-79.4163,1,5
1439,Torquay,,United Kingdom,50.4792,-3.5305,3,1
1440,Toulon,,France,43.11667,5.93333,1,13
1441,Toulouse,,France,43.60426,1.44367,1,26
1442,Toungoo,Taungoo,Myanmar,18.933333,96.433333,1,3
1443,Tournai,Doornik,Belgium,50.60715,3.38932,1,7
1444,Tours,,France,47.38333,0.68333,1,22
1445,Toyama,,Japan,36.695952,137.213677,3,2
1446,Trabzon,Trebizond,Turkey,41.00145,39.717806,3,15
1447,Trakai,Troki,Lithuania,54.633333,24.933333,2,5
1448,Trapani,,Italy,38.01584,12.51077,1,1
1449,Trenton,,United States of America,40.2237,-74.764,1,1
1450,Tres Zapotes,,Mexico,18.466667,-95.433333,2,1
1451,Trier,Treves,Germany,49.75565,6.63935,1,14
1452,Trieste,Triest,Italy,45.633333,13.8,2,6
1453,Tripoli,,Libya,32.876175,13.187508,1,15
1454,Tripolis,"Tripoli, Tripolitza",Greece,37.516667,22.383333,3,2
1455,Trondheim,,Norway,63.43049,10.39506,1,1
1456,Troy ,New York,United States of America,42.728411,-73.691786,1,3
1457,Troyes,,France,48.3,4.08333,1,20
1458,Tsinkiang,"Zayton, Chinchiang, Chuanchow",China,24.913889,118.58583,3,27
1459,Tsu,,Japan,34.716667,136.5,2,1
1460,Tucuman,Tucumán ,Argentina,-26.808285,-65.21759,1,2
1461,Tula,,Russian Federation,54.107722,37.573261,1,11
1462,Tulsa,Oaklahoma,United States of America,36.15398,-95.99278,1,1
1463,Tunis,,Tunisia,36.818811,10.165961,1,24
1464,Turin,,Italy,45.07049,7.68682,1,19
1465,Turpan,"Turfan, Tulufan",China,42.93333,89.16667,1,3
1466,Tver,Kalinin  ,Russian Federation,56.858722,35.917597,1,8
1467,Tynemouth,,United Kingdom,55.01788,-1.42559,2,5
1468,Tyre,,Lebanon,33.27333,35.19389,3,1
1469,Tzintzuntzan,,Mexico,19.62903,-101.57857,1,4
1470,Udaipur,,India,24.57127,73.691544,3,9
1471,Ufa,,Russian Federation,54.78517,56.04562,1,3
1472,Ugarit,,Syria,35.60228865,35.78656277,1,1
1473,Ujjain,,India,23.18239,75.77643,3,12
1474,Ulaanbaatar,"Ulan Bator, Urga",Mongolia,47.92,106.92,3,1
1475,Ulm,,Germany,48.39841,9.99155,1,15
1476,Ulyanovsk,Simbirsk,Russian Federation,54.316684,48.383413,1,1
1477,Ur,,Iraq,30.962659,46.10321,1,1
1478,Uralsk,Oral,Kazakhstan,51.233333,51.366667,1,1
1479,Urmieh ,Urmia,Iran,37.555278,45.072499,3,2
1480,Uruk,Erech,Iraq,31.322222,45.636111,2,1
1481,Urumqi,"Ürümqi, Tihwa, Bishbaliq, Urumchi",China,43.825644,87.616822,1,6
1482,Usti nad Labem,Aussig,Czech Republic,50.661116,14.053146,1,1
1483,Utica,New York,United States of America,43.096569,-75.231887,1,1
1484,Utrecht,,Netherlands,52.09083,5.12222,1,17
1485,Utsunomiya  ,Utsonomiya,Japan,36.555112,139.882807,1,1
1486,Uwajima,Uajima,Japan,33.22334,132.560558,3,1
1487,Vadodara,Baroda,India,22.30731,73.181098,3,9
1488,Vaishali,Vaisali,India,25.6833,85.081782,3,1
1489,Valencia,,Spain,39.469908,-0.376289,1,24
1490,Valencia,,Venezuela,10.174124,-67.999519,1,1
1491,Valenciennes,,France,50.35,3.53333,1,12
1492,Vallabhi,Vallabhipur,India,21.8878,71.8795,2,1
1493,Valladolid,,Spain,41.65518,-4.72372,1,16
1494,Valletta,Valetta,Malta,35.89972,14.51472,1,10
1495,Valparaiso,,Chile,-33.05,-71.6167,1,7
1496,Van,,Turkey,38.49239,43.38311,1,1
1497,Vancouver,,Canada,49.24966,-123.11934,1,2
1498,Varanasi ,Benares,India,25.317645,82.973914,2,18
1499,Varna,,Bulgaria,43.21667,27.91667,1,6
1500,Veliko Tarnovo ,"Veliko, Tarnovo, Trnovo",Bulgaria,43.083333,25.65,2,6
1501,Vellore,,India,12.9184,79.13255,1,6
1502,Venice,,Italy,45.440847,12.315514,1,34
1503,Verona,,Italy,45.43419,10.99779,1,26
1504,Versailles,,France,48.8,2.13333,1,8
1505,Verviers,,Belgium,50.58907,5.86241,1,1
1506,Viborg,,Denmark,56.45319,9.40201,1,1
1507,Vicenza,,Italy,45.545478,11.535422,1,11
1508,Vidin,,Bulgaria,43.99,22.8725,1,4
1509,Vienna,Wien,Austria,48.20849,16.37208,1,24
1510,Vienne,,France,45.51667,4.86667,3,1
1511,Vijayanagar,,India,15.335,76.462,3,9
1512,Vijayawada,Bezwada,India,16.506174,80.648015,3,3
1513,Vilnius,Vilna,Lithuania,54.683333,25.283333,1,14
1514,Visakhapatnam,Vizagapatam,India,17.686816,83.218482,2,1
1515,Visby,,Sweden,57.64089,18.29602,1,4
1516,Vitebsk,,Belarus,55.1904,30.2049,1,1
1517,Vizianagaram,,India,18.107187,83.395302,3,1
1518,Vladikavkatz,,Russian Federation,43.083295,44.649944,1,1
1519,Vladimir,,Russian Federation,56.13655,40.39658,1,5
1520,Vladivostok,,Russian Federation,43.10562,131.87353,1,3
1521,Volgograd,"Stalingrad, Tsaritsyn",Russian Federation,48.71939,44.50184,2,3
1522,Voronezh,,Russian Federation,51.67204,39.1843,1,10
1523,Wakayama,,Japan,34.225986,135.167508,1,5
1524,Wakefield,,United Kingdom,53.6801,-1.492,2,1
1525,Wanxian,Wanhsien,China,30.9,108.467,3,6
1526,Warangal,,India,17.968901,79.58333,1,3
1527,Warrington,,United Kingdom,53.39254,-2.58024,1,1
1528,Warsaw,,Poland,52.22977,21.01178,1,21
1529,Washington D.C.,Washington,United States of America,38.914144,-77.0234,1,7
1530,Waterbury,Connecticut,United States of America,41.55815,-73.0515,2,1
1531,Waterford,,Ireland,52.25833,-7.11194,1,1
1532,Weihai,Weihaiwei,China,37.516667,122.116667,3,1
1533,Weisbaden,Lainz-Weisbaden,Germany,50.06308,8.243344,1,4
1534,Wellington,,New Zealand,-41.286452,174.776253,1,2
1535,Wenzhou,"Wenchow, Luchow",China,27.99942,120.66682,1,6
1536,Wheeling,West Virginia,United States of America,40.063962,-80.720915,3,1
1537,Wiener Neustadt,,Austria,47.8,16.25,1,4
1538,Wigan,,United Kingdom,53.53333,-2.61667,1,1
1539,Wilkes-Barre,Pennsylvania,United States of America,41.245915,-75.88131,1,1
1540,Winnipeg,,Canada,49.8844,-97.14704,1,4
1541,Wolverhampton,,United Kingdom,52.58547,-2.12296,1,4
1542,Worcester,,United Kingdom,52.18935,-2.22001,2,1
1543,Worcester,,United States of America,42.266667,-71.8,1,2
1544,Worms,,Germany,49.63278,8.35916,1,8
1545,Wroclaw,Breslau,Germany,51.116667,17.033333,3,30
1546,Wuhan,Wuchang,China,30.58333,114.26667,1,26
1547,Wuhu,,China,31.33728,118.37351,1,7
1548,Wuppertal,Barmen-Elberfeld,Germany,51.268752,7.18026,2,6
1549,Wurzburg,Würzburg ,Germany,49.791558,9.953694,1,7
1550,Wuxi,"Jiangsu province, Wuchang, Wuhsi",China,31.49117,120.31191,1,4
1551,Wuzhou,Wuchow,China,23.476963,111.279115,2,6
1552,Xiamen,"Amoy, Hsiamen",China,24.47979,118.08187,1,12
1553,Xian,"Sian, Changan, Xi'an",China,34.341485,108.940404,1,35
1554,Xiangtan,Siangtan,China,27.85,112.9,3,7
1555,Xiangyang,"Siangfan, Siangyang",China,32.017,112.133,3,8
1556,Xingtai,Shunteh,China,37.0631,114.494,3,1
1557,Xining,,China,36.61667,101.76667,1,2
1558,Xuzhou,"Suchow, Suifu, Hsuchow",China,34.26,117.21,1,17
1559,Yadz,Yezd,Iran,31.896611,54.360681,1,11
1560,Yamagata,,Japan,38.243127,140.341385,1,1
1561,Yamaguchi,,Japan,34.185956,131.47065,1,7
1562,Yangon ,,Myanmar,16.80528,96.15611,1,6
1563,Yangzhou,Yangchow,China,32.4, 119.416667,2,30
1564,Yarkand,Yarcant,China,38.414289,77.246006,2,5
1565,Yaroslavl,,Russian Federation,57.626072,39.884464,2,9
1566,Yekaterinburg,Ekaterinburg,Russian Federation,56.833333,60.6,1,1
1567,Yelets,Elets,Russian Federation,52.616667,38.466667,2,1
1568,Yerevan,Erivan,Armenia,40.183333,44.516667,1,2
1569,Yichang,Ichang,China,30.716667,111.283333,2,1
1570,Yinchuan,"Chunghsing, Yuwei, Erikhaya, Khotun, Ninghsia",China,38.4667,106.2667,3,12
1571,Yining,"Ili, Gulja, Kulja",China,43.916667,81.316667,2,4
1572,Yogyakarta,Jogjakarta,Indonesia,-7.797139,110.368833,1,7
1573,Yokohama,,Japan,35.443708,139.638026,1,2
1574,Yonezawa,,Japan,37.91667,140.11667,1,1
1575,York,,United Kingdom,53.962301,-1.081884,1,1
1576,Youngstown,Ohio  ,United States of America,41.1,-80.65,1,3
1577,Ypres,Leper,Belgium,50.849997,2.883339,1,14
1578,Zacatecas,,Mexico,22.76843,-102.58141,1,13
1579,Zafar,Dhafar,Yemen,14.21175142,44.40341925,2,1
1580,Zagazig,,Egypt,30.58768,31.502,1,1
1581,Zagreb,,Croatia,45.81444,15.97798,1,3
1582,Zamfara,,Nigeria,12.184417,6.237594,3,2
1583,Zanzibar,,Tanzania,-6.16394,39.19793,1,3
1584,Zaporizhia,Zaporozhye,Ukraine,47.8388,35.139567,1,2
1585,Zaragoza,,Spain,41.648792,-0.889581,1,22
1586,Zaria,,Nigeria,11.11128,7.7227,1,9
1587,Zempoala,Cempoala,Mexico,19.91608,-96.402969,1,2
1588,Zhangjiakou,Kalgan,China,40.824418,114.887543,2,2
1589,Zhangye,Kanchow,China,38.93333,100.45,3,5
1590,Zhitomir,,Ukraine,50.25465,28.658667,1,1
1591,Zhongshan,Chungshan,China,22.517646,113.392782,3,1
1592,Zibo,,China,36.79056,118.06333,1,1
1593,Zigong,,China,29.34162,104.77689,2,1
1594,Zimbabwe,Great Zimbabwe,Zimbabwe,-20.266667,30.933333,2,3
1595,Zittau,,Germany,50.89772,14.80764,1,1
1596,Zunyi,Tsunyi,China,27.6866667,106.9072222,3,1
1597,Zurich,,Switzerland,47.36667,8.55,1,4
1598,Zwickau,,Germany,50.72724,12.48839,1,1
